date,calls,p_c_ratio,puts,total
2013-11-01, 2032668, 0.92, 1861462, 3894130
2013-11-04, 2056385, 0.76, 1571145, 3627530
2013-11-05, 2061495, 0.78, 1612625, 3674120
2013-11-06, 1979137, 0.91, 1795418, 3774555
2013-11-07, 2921528, 0.92, 2679418, 5600946
2013-11-08, 2628332, 0.86, 2269387, 4897719
2013-11-11, 1767711, 0.82, 1448937, 3216648
2013-11-12, 2180614, 0.84, 1824902, 4005516
2013-11-13, 2327498, 0.83, 1921698, 4249196
2013-11-14, 3054648, 0.83, 2541014, 5595662
2013-11-15, 2783236, 0.75, 2075186, 4858422
2013-11-18, 2652028, 0.79, 2093380, 4745408
2013-11-19, 2427869, 0.82, 1980856, 4408725
2013-11-20, 2138368, 0.96, 2050751, 4189119
2013-11-21, 2189379, 0.79, 1722805, 3912184
2013-11-22, 2224118, 0.94, 2083428, 4307546
2013-11-25, 1933923, 0.77, 1484331, 3418254
2013-11-26, 1984675, 0.74, 1475083, 3459758
2013-11-27, 1765504, 0.81, 1423799, 3189303
2013-11-29, 1252431, 0.81, 1012181, 2264612
2013-12-02, 1950102, 0.75, 1461435, 3411537
2013-12-03, 2014302, 0.87, 1751452, 3765754
2013-12-04, 1959900, 0.89, 1743253, 3703153
2013-12-05, 2086604, 0.77, 1615651, 3702255
2013-12-06, 2209010, 0.87, 1920864, 4129874
2013-12-09, 1686535, 0.94, 1580006, 3266541
2013-12-10, 1806490, 0.76, 1369364, 3175854
2013-12-11, 2269283, 0.95, 2148999, 4418282
2013-12-12, 2539688, 0.70, 1785419, 4325107
2013-12-13, 2194706, 0.85, 1866285, 4060991
2013-12-16, 1915350, 0.80, 1533470, 3448820
2013-12-17, 2287188, 0.88, 2003754, 4290942
2013-12-18, 3231587, 0.85, 2758817, 5990404
2013-12-19, 3051246, 0.75, 2278737, 5329983
2013-12-20, 3496251, 0.75, 2639523, 6135774
2013-12-23, 2516490, 0.61, 1532962, 4049452
2013-12-24, 1426174, 0.60, 856051, 2282225
2013-12-26, 2055431, 0.65, 1342763, 3398194
2013-12-27, 2027234, 0.73, 1472238, 3499472
2013-12-30, 2070071, 0.73, 1518273, 3588344
2013-12-31, 2233369, 0.66, 1479074, 3712443
2014-01-02, 2356773, 0.82, 1934846, 4291619
2014-01-03, 2032823, 0.90, 1838415, 3871238
2014-01-06, 2347424, 0.69, 1628371, 3975795
2014-01-07, 2421152, 0.70, 1706255, 4127407
2014-01-08, 2486302, 0.71, 1763436, 4249738
2014-01-09, 2954305, 0.72, 2135214, 5089519
2014-01-10, 2819573, 0.76, 2147055, 4966628
2014-01-13, 3258277, 0.72, 2356568, 5614845
2014-01-14, 2708417, 0.68, 1834913, 4543330
2014-01-15, 3274371, 0.75, 2448907, 5723278
2014-01-16, 2767631, 0.78, 2158964, 4926595
2014-01-17, 3609754, 0.71, 2571596, 6181350
2014-01-21, 2585759, 0.76, 1959642, 4545401
2014-01-22, 2439333, 0.82, 1989706, 4429039
2014-01-23, 2819117, 0.88, 2470871, 5289988
2014-01-24, 4185051, 0.92, 3849645, 8034696
2014-01-27, 3609176, 0.87, 3141277, 6750453
2014-01-28, 2396741, 0.80, 1921637, 4318378
2014-01-29, 2604364, 0.97, 2521299, 5125663
2014-01-30, 2722420, 0.83, 2263029, 4985449
2014-01-31, 3630289, 0.86, 3106372, 6736661
2014-02-03, 4861942, 0.80, 3895893, 8757835
2014-02-04, 2872309, 0.99, 2856528, 5728837
2014-02-05, 2824173, 0.97, 2744899, 5569072
2014-02-06, 2901739, 0.92, 2666933, 5568672
2014-02-07, 3598643, 0.82, 2951719, 6550362
2014-02-10, 1971160, 0.94, 1851788, 3822948
2014-02-11, 3343496, 0.84, 2797111, 6140607
2014-02-12, 2278830, 0.85, 1935888, 4214718
2014-02-13, 2647090, 0.79, 2087018, 4734108
2014-02-14, 2971686, 0.83, 2461086, 5432772
2014-02-18, 2751493, 0.76, 2102417, 4853910
2014-02-19, 3255731, 0.90, 2931690, 6187421
2014-02-20, 2687772, 0.86, 2324852, 5012624
2014-02-21, 3065780, 0.69, 2102209, 5167989
2014-02-24, 2848832, 0.78, 2218890, 5067722
2014-02-25, 2227243, 0.83, 1847802, 4075045
2014-02-26, 2269622, 0.85, 1936671, 4206293
2014-02-27, 2123042, 0.89, 1890218, 4013260
2014-02-28, 3153477, 0.82, 2589090, 5742567
2014-03-03, 2502655, 0.90, 2249650, 4752305
2014-03-04, 2577502, 0.80, 2064655, 4642157
2014-03-05, 2103327, 0.77, 1626714, 3730041
2014-03-06, 2620063, 0.83, 2166923, 4786986
2014-03-07, 2618227, 0.82, 2155172, 4773399
2014-03-10, 2228390, 0.83, 1853100, 4081490
2014-03-11, 2309645, 0.81, 1879054, 4188699
2014-03-12, 1981277, 0.96, 1894520, 3875797
2014-03-13, 3035158, 1.04, 3155091, 6190249
2014-03-14, 3749702, 0.79, 2961912, 6711614
2014-03-17, 2356463, 0.84, 1980352, 4336815
2014-03-18, 2599446, 0.74, 1934661, 4534107
2014-03-19, 2498348, 0.82, 2056339, 4554687
2014-03-20, 2738198, 0.76, 2087008, 4825206
2014-03-21, 2869954, 0.90, 2580525, 5450479
2014-03-24, 2116657, 1.00, 2111824, 4228481
2014-03-25, 2135760, 0.75, 1609706, 3745466
2014-03-26, 2309944, 1.02, 2351531, 4661475
2014-03-27, 2315535, 0.84, 1946977, 4262512
2014-03-28, 2301319, 0.96, 2205886, 4507205
2014-03-31, 1800036, 0.96, 1732642, 3532678
2014-04-01, 2145600, 0.99, 2126869, 4272469
2014-04-02, 2444039, 0.66, 1613404, 4057443
2014-04-03, 1980600, 0.88, 1741161, 3721761
2014-04-04, 3340064, 0.94, 3152304, 6492368
2014-04-07, 2538548, 0.97, 2463497, 5002045
2014-04-08, 1921021, 0.91, 1757716, 3678737
2014-04-09, 2901826, 0.61, 1773886, 4675712
2014-04-10, 2630660, 1.03, 2716741, 5347401
2014-04-11, 3022934, 1.15, 3465170, 6488104
2014-04-14, 2864017, 0.75, 2149924, 5013941
2014-04-15, 3030723, 0.93, 2820272, 5850995
2014-04-16, 2628468, 0.91, 2383912, 5012380
2014-04-17, 2929094, 0.85, 2480817, 5409911
2014-04-21, 1759603, 0.76, 1331612, 3091215
2014-04-22, 2397852, 0.73, 1757498, 4155350
2014-04-23, 1593818, 1.01, 1603107, 3196925
2014-04-24, 2138677, 0.79, 1698038, 3836715
2014-04-25, 2159915, 1.14, 2464649, 4624564
2014-04-28, 2073873, 0.90, 1869780, 3943653
2014-04-29, 1701800, 0.90, 1531200, 3233000
2014-04-30, 1993778, 0.77, 1531455, 3525233
2014-05-01, 2345721, 0.81, 1909918, 4255639
2014-05-02, 2156770, 0.95, 2045653, 4202423
2014-05-05, 1501316, 0.87, 1307786, 2809102
2014-05-06, 1945867, 0.89, 1734641, 3680508
2014-05-07, 2213130, 0.86, 1912805, 4125935
2014-05-08, 2188526, 0.94, 2062326, 4250852
2014-05-09, 2139639, 0.94, 2008252, 4147891
2014-05-12, 3080574, 0.64, 1985866, 5066440
2014-05-13, 2176832, 0.88, 1911452, 4088284
2014-05-14, 1863383, 1.08, 2016680, 3880063
2014-05-15, 2865820, 1.01, 2894739, 5760559
2014-05-16, 2601526, 0.89, 2306096, 4907622
2014-05-19, 1778451, 0.81, 1448807, 3227258
2014-05-20, 1987033, 0.92, 1831597, 3818630
2014-05-21, 2542353, 0.87, 2223736, 4766089
2014-05-22, 1911786, 0.87, 1660438, 3572224
2014-05-23, 2345336, 0.76, 1776285, 4121621
2014-05-27, 2398371, 0.74, 1767588, 4165959
2014-05-28, 1787122, 0.90, 1599870, 3386992
2014-05-29, 2260126, 0.72, 1633140, 3893266
2014-05-30, 2229220, 0.89, 1975277, 4204497
2014-06-02, 2163061, 0.73, 1579128, 3742189
2014-06-03, 1538169, 0.95, 1454601, 2992770
2014-06-04, 2369715, 0.75, 1776373, 4146088
2014-06-05, 3176591, 0.75, 2371010, 5547601
2014-06-06, 2916167, 0.92, 2676023, 5592190
2014-06-09, 2278667, 0.83, 1896048, 4174715
2014-06-10, 2312121, 0.70, 1616764, 3928885
2014-06-11, 2043406, 0.74, 1505272, 3548678
2014-06-12, 2720956, 0.80, 2180643, 4901599
2014-06-13, 2518715, 0.77, 1934601, 4453316
2014-06-16, 2149616, 0.71, 1527398, 3677014
2014-06-17, 2410674, 0.81, 1964385, 4375059
2014-06-18, 3078065, 0.77, 2359001, 5437066
2014-06-19, 3032638, 0.68, 2055771, 5088409
2014-06-20, 3021348, 0.78, 2353481, 5374829
2014-06-23, 2019375, 0.81, 1640667, 3660042
2014-06-24, 2277954, 0.85, 1930197, 4208151
2014-06-25, 1742838, 0.87, 1510842, 3253680
2014-06-26, 1782046, 0.93, 1649945, 3431991
2014-06-27, 1809700, 0.84, 1521597, 3331297
2014-06-30, 1807029, 0.85, 1538141, 3345170
2014-07-01, 2369624, 0.92, 2174215, 4543839
2014-07-02, 1970365, 0.88, 1734083, 3704448
2014-07-03, 1595496, 1.02, 1626639, 3222135
2014-07-07, 1758610, 1.00, 1760663, 3519273
2014-07-08, 2836097, 0.90, 2538937, 5375034
2014-07-09, 1823860, 0.84, 1526445, 3350305
2014-07-10, 2069421, 1.06, 2198771, 4268192
2014-07-11, 2292128, 0.89, 2051220, 4343348
2014-07-14, 2086497, 0.88, 1837641, 3924138
2014-07-15, 2493901, 0.81, 2027927, 4521828
2014-07-16, 2720559, 0.80, 2188386, 4908945
2014-07-17, 3264203, 1.00, 3249287, 6513490
2014-07-18, 2880148, 0.91, 2613323, 5493471
2014-07-21, 1752087, 0.90, 1573545, 3325632
2014-07-22, 1998799, 0.92, 1832146, 3830945
2014-07-23, 2229242, 0.76, 1702949, 3932191
2014-07-24, 2003435, 0.91, 1821580, 3825015
2014-07-25, 2053986, 0.95, 1953980, 4007966
2014-07-28, 1708801, 0.91, 1561081, 3269882
2014-07-29, 1762334, 0.86, 1510171, 3272505
2014-07-30, 2357402, 0.96, 2270473, 4627875
2014-07-31, 3790080, 0.99, 3748459, 7538539
2014-08-01, 3052183, 1.24, 3798961, 6851144
2014-08-04, 1664810, 1.16, 1934029, 3598839
2014-08-05, 1872289, 1.18, 2211408, 4083697
2014-08-06, 1962329, 1.13, 2224282, 4186611
2014-08-07, 2358320, 1.00, 2363818, 4722138
2014-08-08, 2102446, 1.09, 2290646, 4393092
2014-08-11, 2358601, 0.74, 1744938, 4103539
2014-08-12, 1687708, 1.08, 1831087, 3518795
2014-08-13, 2190447, 0.94, 2062831, 4253278
2014-08-14, 2127106, 0.92, 1963112, 4090218
2014-08-15, 3108327, 1.01, 3129921, 6238248
2014-08-18, 2186816, 0.88, 1917939, 4104755
2014-08-19, 2357326, 0.90, 2129930, 4487256
2014-08-20, 2024801, 0.86, 1750596, 3775397
2014-08-21, 2108422, 0.72, 1527711, 3636133
2014-08-22, 2064904, 0.93, 1928033, 3992937
2014-08-25, 1580222, 0.89, 1406961, 2987183
2014-08-26, 1666137, 0.80, 1333239, 2999376
2014-08-27, 1603573, 0.88, 1410703, 3014276
2014-08-28, 1446933, 1.30, 1887004, 3333937
2014-08-29, 1722348, 0.96, 1657243, 3379591
2014-09-02, 2065793, 0.82, 1699952, 3765745
2014-09-03, 1994523, 1.00, 1985615, 3980138
2014-09-04, 2310042, 0.97, 2240934, 4550976
2014-09-05, 2221013, 1.03, 2279614, 4500627
2014-09-08, 1880095, 0.88, 1651485, 3531580
2014-09-09, 2251450, 0.89, 2000250, 4251700
2014-09-10, 2157158, 0.94, 2031291, 4188449
2014-09-11, 2031050, 1.01, 2060550, 4091600
2014-09-12, 2929615, 0.89, 2606880, 5536495
2014-09-15, 2350119, 0.86, 2023904, 4374023
2014-09-16, 2677019, 0.89, 2389970, 5066989
2014-09-17, 2448298, 0.96, 2350279, 4798577
2014-09-18, 2505811, 0.91, 2277118, 4782929
2014-09-19, 3373642, 0.83, 2808315, 6181957
2014-09-22, 2181859, 1.05, 2290014, 4471873
2014-09-23, 2090142, 1.01, 2115806, 4205948
2014-09-24, 2249094, 0.88, 1979618, 4228712
2014-09-25, 2599008, 1.15, 2991797, 5590805
2014-09-26, 2319424, 1.13, 2614469, 4933893
2014-09-29, 2403495, 0.89, 2135721, 4539216
2014-09-30, 2042675, 1.13, 2299512, 4342187
2014-10-01, 2605023, 1.29, 3371393, 5976416
2014-10-02, 2996457, 1.02, 3046509, 6042966
2014-10-03, 2779833, 0.92, 2565356, 5345189
2014-10-06, 1951128, 0.99, 1922762, 3873890
2014-10-07, 2352985, 0.99, 2338832, 4691817
2014-10-08, 3283389, 0.99, 3265709, 6549098
2014-10-09, 3631591, 0.97, 3536561, 7168152
2014-10-10, 3704685, 1.20, 4444995, 8149680
2014-10-13, 3168745, 1.53, 4844823, 8013568
2014-10-14, 3746300, 1.05, 3926330, 7672630
2014-10-15, 4615527, 1.30, 6018392, 10633919
2014-10-16, 3937664, 1.01, 3962165, 7899829
2014-10-17, 3171341, 1.20, 3816736, 6988077
2014-10-20, 2648939, 0.88, 2337874, 4986813
2014-10-21, 3403086, 1.03, 3501921, 6905007
2014-10-22, 2766011, 1.14, 3151804, 5917815
2014-10-23, 3192750, 0.82, 2632471, 5825221
2014-10-24, 2526479, 0.90, 2266526, 4793005
2014-10-27, 1804054, 0.97, 1747651, 3551705
2014-10-28, 2671391, 1.00, 2660215, 5331606
2014-10-29, 2422651, 1.03, 2498502, 4921153
2014-10-30, 2271989, 0.96, 2178423, 4450412
2014-10-31, 3613704, 0.77, 2786178, 6399882
2014-11-03, 2288720, 0.84, 1912713, 4201433
2014-11-04, 1927135, 0.89, 1710212, 3637347
2014-11-05, 1912178, 0.89, 1703090, 3615268
2014-11-06, 2162871, 0.91, 1965226, 4128097
2014-11-07, 2136134, 0.95, 2037609, 4173743
2014-11-10, 1876742, 1.05, 1968749, 3845491
2014-11-11, 1682118, 0.99, 1660522, 3342640
2014-11-12, 2163436, 0.81, 1744640, 3908076
2014-11-13, 2371012, 0.95, 2251141, 4622153
2014-11-14, 2272510, 0.92, 2089883, 4362393
2014-11-17, 1898194, 0.84, 1603553, 3501747
2014-11-18, 2474383, 0.88, 2173399, 4647782
2014-11-19, 2194239, 0.93, 2042795, 4237034
2014-11-20, 2079509, 0.96, 2004587, 4084096
2014-11-21, 3256785, 0.75, 2428183, 5684968
2014-11-24, 1965029, 0.79, 1544569, 3509598
2014-11-25, 1707653, 0.98, 1674803, 3382456
2014-11-26, 1762644, 0.84, 1487228, 3249872
2014-11-28, 1529331, 1.09, 1662563, 3191894
2014-12-01, 2223201, 0.99, 2197144, 4420345
2014-12-02, 1627402, 1.13, 1845168, 3472570
2014-12-03, 1911891, 0.78, 1492812, 3404703
2014-12-04, 1693121, 1.06, 1792755, 3485876
2014-12-05, 2372690, 1.03, 2438740, 4811430
2014-12-08, 2217307, 1.04, 2308289, 4525596
2014-12-09, 2122867, 1.05, 2238968, 4361835
2014-12-10, 2728777, 0.96, 2624739, 5353516
2014-12-11, 2395162, 0.99, 2381713, 4776875
2014-12-12, 3152325, 1.13, 3551869, 6704194
2014-12-15, 3326974, 1.05, 3504550, 6831524
2014-12-16, 3250574, 0.98, 3175632, 6426206
2014-12-17, 2888765, 1.24, 3573143, 6461908
2014-12-18, 3398354, 0.78, 2649140, 6047494
2014-12-19, 3012260, 0.88, 2646726, 5658986
2014-12-22, 2117680, 0.75, 1591030, 3708710
2014-12-23, 1921024, 0.86, 1650719, 3571743
2014-12-24, 932653, 0.89, 829178, 1761831
2014-12-26, 1762765, 0.73, 1278700, 3041465
2014-12-29, 1495862, 0.85, 1271753, 2767615
2014-12-30, 1481078, 0.99, 1473225, 2954303
2014-12-31, 2013319, 0.94, 1895037, 3908356
2015-01-02, 1900430, 1.22, 2310223, 4210653
2015-01-05, 2262790, 1.23, 2789631, 5052421
2015-01-06, 2598825, 1.11, 2895035, 5493860
2015-01-07, 2148831, 0.97, 2081724, 4230555
2015-01-08, 2603583, 0.85, 2215351, 4818934
2015-01-09, 2200828, 0.99, 2176976, 4377804
2015-01-12, 1737766, 1.06, 1835104, 3572870
2015-01-13, 2730119, 0.90, 2446276, 5176395
2015-01-14, 2607831, 1.16, 3027033, 5634864
2015-01-15, 2830928, 1.03, 2917555, 5748483
2015-01-16, 3329893, 0.91, 3019787, 6349680
2015-01-20, 2211783, 0.80, 1774339, 3986122
2015-01-21, 2015790, 1.07, 2157592, 4173382
2015-01-22, 2378331, 0.98, 2325849, 4704180
2015-01-23, 2133689, 1.28, 2726922, 4860611
2015-01-26, 1644141, 0.90, 1482116, 3126257
2015-01-27, 1813041, 1.09, 1967782, 3780823
2015-01-28, 2217565, 0.97, 2155161, 4372726
2015-01-29, 2309914, 1.15, 2667313, 4977227
2015-01-30, 2306125, 1.14, 2639799, 4945924
2015-02-02, 1793347, 1.06, 1898632, 3691979
2015-02-03, 2181941, 0.95, 2082191, 4264132
2015-02-04, 1894598, 0.95, 1801523, 3696121
2015-02-05, 1944466, 0.96, 1864629, 3809095
2015-02-06, 2859147, 1.02, 2926084, 5785231
2015-02-09, 1552726, 1.07, 1661962, 3214688
2015-02-10, 1779060, 0.97, 1718638, 3497698
2015-02-11, 1845398, 0.96, 1778165, 3623563
2015-02-12, 2655542, 0.87, 2308987, 4964529
2015-02-13, 2543200, 0.97, 2460474, 5003674
2015-02-17, 2068994, 0.95, 1968689, 4037683
2015-02-18, 2162383, 0.96, 2065445, 4227828
2015-02-19, 2151088, 0.89, 1908596, 4059684
2015-02-20, 2768825, 0.79, 2199981, 4968806
2015-02-23, 1786983, 0.87, 1554537, 3341520
2015-02-24, 1968631, 1.00, 1970919, 3939550
2015-02-25, 1992783, 1.00, 2001329, 3994112
2015-02-26, 1814386, 1.02, 1848835, 3663221
2015-02-27, 1964463, 1.02, 2004530, 3968993
2015-03-02, 1430130, 1.02, 1452189, 2882319
2015-03-03, 1613075, 0.98, 1579571, 3192646
2015-03-04, 1622497, 0.91, 1484204, 3106701
2015-03-05, 1489810, 0.95, 1420481, 2910291
2015-03-06, 2302125, 1.28, 2947004, 5249129
2015-03-09, 1486551, 1.11, 1644894, 3131445
2015-03-10, 2092509, 1.09, 2282254, 4374763
2015-03-11, 1722441, 1.11, 1911658, 3634099
2015-03-12, 1757973, 1.05, 1848519, 3606492
2015-03-13, 1950398, 1.21, 2350772, 4301170
2015-03-16, 1731999, 1.02, 1765461, 3497460
2015-03-17, 1648038, 0.95, 1568278, 3216316
2015-03-18, 2542675, 0.98, 2487409, 5030084
2015-03-19, 2212180, 0.89, 1964697, 4176877
2015-03-20, 2892147, 0.81, 2328325, 5220472
2015-03-23, 1669300, 0.88, 1475397, 3144697
2015-03-24, 1640519, 1.04, 1702062, 3342581
2015-03-25, 2004167, 1.08, 2166824, 4170991
2015-03-26, 2262836, 0.97, 2196346, 4459182
2015-03-27, 1703648, 1.07, 1827112, 3530760
2015-03-30, 1653037, 0.93, 1541373, 3194410
2015-03-31, 1476049, 1.08, 1588675, 3064724
2015-04-01, 1719959, 1.14, 1955756, 3675715
2015-04-02, 1555340, 1.12, 1748014, 3303354
2015-04-06, 1612660, 0.87, 1406620, 3019280
2015-04-07, 1474618, 1.00, 1468269, 2942887
2015-04-08, 1640921, 0.95, 1562323, 3203244
2015-04-09, 1665250, 1.04, 1727140, 3392390
2015-04-10, 2598916, 0.85, 2218056, 4816972
2015-04-13, 1988690, 0.89, 1779834, 3768524
2015-04-14, 1775878, 1.08, 1925507, 3701385
2015-04-15, 2453652, 0.78, 1924529, 4378181
2015-04-16, 2110851, 0.86, 1824544, 3935395
2015-04-17, 2584836, 1.12, 2902442, 5487278
2015-04-20, 1820553, 0.79, 1431130, 3251683
2015-04-21, 1469925, 0.90, 1322380, 2792305
2015-04-22, 1701165, 0.94, 1600784, 3301949
2015-04-23, 1914826, 1.03, 1967390, 3882216
2015-04-24, 2346837, 0.76, 1784144, 4130981
2015-04-27, 2044931, 0.88, 1795812, 3840743
2015-04-28, 1845199, 0.91, 1673279, 3518478
2015-04-29, 2054550, 0.94, 1938772, 3993322
2015-04-30, 2302336, 1.05, 2426467, 4728803
2015-05-01, 2000326, 0.97, 1930734, 3931060
2015-05-04, 1371954, 0.95, 1305157, 2677111
2015-05-05, 1837777, 1.24, 2277805, 4115582
2015-05-06, 2252996, 1.02, 2291435, 4544431
2015-05-07, 1910267, 0.94, 1799676, 3709943
2015-05-08, 2564096, 0.86, 2197883, 4761979
2015-05-11, 2670894, 0.56, 1495857, 4166751
2015-05-12, 1742068, 1.06, 1847545, 3589613
2015-05-13, 1672663, 0.86, 1445849, 3118512
2015-05-14, 2275104, 0.79, 1796791, 4071895
2015-05-15, 2119325, 0.83, 1752477, 3871802
2015-05-18, 2345833, 0.97, 2271911, 4617744
2015-05-19, 1688673, 1.03, 1733763, 3422436
2015-05-20, 1859487, 0.85, 1572473, 3431960
2015-05-21, 1644371, 0.93, 1526401, 3170772
2015-05-22, 1788279, 0.89, 1582635, 3370914
2015-05-26, 1730433, 1.14, 1966107, 3696540
2015-05-27, 1486489, 1.07, 1586122, 3072611
2015-05-28, 1325234, 1.08, 1433827, 2759061
2015-05-29, 1645235, 1.16, 1900938, 3546173
2015-06-01, 1727482, 0.85, 1476002, 3203484
2015-06-02, 1565428, 0.94, 1475673, 3041101
2015-06-03, 1483529, 0.91, 1345624, 2829153
2015-06-04, 1998886, 1.16, 2314387, 4313273
2015-06-05, 2006096, 1.04, 2076680, 4082776
2015-06-08, 1852588, 1.01, 1871743, 3724331
2015-06-09, 1806052, 0.90, 1626827, 3432879
2015-06-10, 3182782, 0.62, 1970518, 5153300
2015-06-11, 1864098, 0.84, 1564890, 3428988
2015-06-12, 1969790, 1.06, 2094637, 4064427
2015-06-15, 1994431, 0.89, 1778422, 3772853
2015-06-16, 2369290, 0.75, 1769711, 4139001
2015-06-17, 2137890, 0.85, 1820116, 3958006
2015-06-18, 2645780, 0.89, 2360919, 5006699
2015-06-19, 2216073, 0.93, 2052467, 4268540
2015-06-22, 1837580, 0.89, 1636009, 3473589
2015-06-23, 1617319, 0.97, 1564176, 3181495
2015-06-24, 1705506, 0.90, 1541405, 3246911
2015-06-25, 1468726, 1.08, 1589548, 3058274
2015-06-26, 1993074, 1.06, 2110321, 4103395
2015-06-29, 2423841, 1.38, 3349495, 5773336
2015-06-30, 2236023, 1.10, 2462982, 4699005
2015-07-01, 1733712, 1.15, 1998029, 3731741
2015-07-02, 2081400, 1.00, 2089061, 4170461
2015-07-06, 1849335, 1.15, 2129546, 3978881
2015-07-07, 2175511, 1.24, 2704936, 4880447
2015-07-08, 1718728, 1.45, 2488688, 4207416
2015-07-09, 1939475, 1.16, 2255809, 4195284
2015-07-10, 2235589, 1.02, 2270394, 4505983
2015-07-13, 3615693, 0.57, 2075720, 5691413
2015-07-14, 2004971, 0.97, 1953244, 3958215
2015-07-15, 1861634, 0.97, 1808055, 3669689
2015-07-16, 2671749, 0.88, 2353356, 5025105
2015-07-17, 2556288, 0.85, 2165927, 4722215
2015-07-20, 2156430, 0.91, 1971379, 4127809
2015-07-21, 1882652, 0.91, 1711035, 3593687
2015-07-22, 2138631, 0.85, 1823567, 3962198
2015-07-23, 2240164, 1.03, 2309079, 4549243
2015-07-24, 2085449, 1.41, 2949877, 5035326
2015-07-27, 2003928, 1.22, 2439617, 4443545
2015-07-28, 1869541, 0.93, 1742186, 3611727
2015-07-29, 1898253, 0.90, 1714062, 3612315
2015-07-30, 1732171, 0.76, 1316018, 3048189
2015-07-31, 1628965, 1.11, 1803108, 3432073
2015-08-03, 1955423, 0.97, 1903780, 3859203
2015-08-04, 1525062, 0.93, 1424389, 2949451
2015-08-05, 1851244, 0.98, 1815785, 3667029
2015-08-06, 2061925, 1.30, 2672269, 4734194
2015-08-07, 1958989, 1.23, 2406877, 4365866
2015-08-10, 2809353, 0.56, 1579205, 4388558
2015-08-11, 2117178, 1.10, 2335583, 4452761
2015-08-12, 2881884, 1.04, 2985685, 5867569
2015-08-13, 1901898, 0.96, 1820274, 3722172
2015-08-14, 1762594, 1.01, 1772645, 3535239
2015-08-17, 2450661, 0.89, 2179199, 4629860
2015-08-18, 1829891, 0.94, 1718872, 3548763
2015-08-19, 2410027, 1.11, 2687027, 5097054
2015-08-20, 2990668, 1.33, 3969629, 6960297
2015-08-21, 4099169, 1.69, 6938258, 11037427
2015-08-24, 3760586, 1.28, 4798833, 8559419
2015-08-25, 2905902, 1.25, 3619240, 6525142
2015-08-26, 3462454, 1.04, 3612140, 7074594
2015-08-27, 2786594, 1.20, 3349311, 6135905
2015-08-28, 2037537, 1.28, 2605442, 4642979
2015-08-31, 1692258, 1.19, 2010980, 3703238
2015-09-01, 2600270, 1.24, 3226691, 5826961
2015-09-02, 1791171, 1.31, 2348736, 4139907
2015-09-03, 2079587, 1.12, 2335114, 4414701
2015-09-04, 1767730, 1.48, 2616692, 4384422
2015-09-08, 1980470, 0.93, 1837278, 3817748
2015-09-09, 2202852, 1.03, 2263177, 4466029
2015-09-10, 1818937, 1.19, 2161644, 3980581
2015-09-11, 1783785, 1.21, 2152895, 3936680
2015-09-14, 1584907, 1.03, 1639490, 3224397
2015-09-15, 2246348, 1.17, 2619831, 4866179
2015-09-16, 2191621, 1.20, 2622317, 4813938
2015-09-17, 2964585, 0.92, 2726416, 5691001
2015-09-18, 2411832, 1.14, 2760610, 5172442
2015-09-21, 1946567, 1.00, 1952761, 3899328
2015-09-22, 1862242, 1.16, 2160450, 4022692
2015-09-23, 1586698, 1.05, 1660927, 3247625
2015-09-24, 2212903, 1.03, 2275370, 4488273
2015-09-25, 1819188, 1.30, 2359180, 4178368
2015-09-28, 1886992, 1.44, 2708248, 4595240
2015-09-29, 1605412, 1.37, 2207041, 3812453
2015-09-30, 2368963, 0.84, 1994298, 4363261
2015-10-01, 1728368, 0.97, 1676942, 3405310
2015-10-02, 2301334, 1.09, 2512601, 4813935
2015-10-05, 2311215, 1.01, 2323636, 4634851
2015-10-06, 1846786, 0.93, 1718559, 3565345
2015-10-07, 1921640, 1.09, 2092025, 4013665
2015-10-08, 2298220, 0.93, 2144275, 4442495
2015-10-09, 2203369, 0.87, 1924963, 4128332
2015-10-12, 1576006, 0.94, 1478272, 3054278
2015-10-13, 2228667, 0.90, 2016771, 4245438
2015-10-14, 2086119, 0.96, 2011787, 4097906
2015-10-15, 2223916, 1.11, 2473064, 4696980
2015-10-16, 2770680, 0.87, 2396973, 5167653
2015-10-19, 2099833, 0.89, 1860357, 3960190
2015-10-20, 1655247, 0.99, 1646852, 3302099
2015-10-21, 1969451, 0.96, 1885257, 3854708
2015-10-22, 2221712, 0.91, 2019904, 4241616
2015-10-23, 3213706, 0.77, 2468596, 5682302
2015-10-26, 1555560, 0.95, 1479784, 3035344
2015-10-27, 1651825, 0.99, 1631891, 3283716
2015-10-28, 2417670, 0.77, 1855874, 4273544
2015-10-29, 2249134, 0.86, 1936891, 4186025
2015-10-30, 2144977, 0.95, 2036192, 4181169
2015-11-02, 1739458, 0.88, 1529121, 3268579
2015-11-03, 2071570, 0.95, 1970841, 4042411
2015-11-04, 1856964, 1.00, 1855109, 3712073
2015-11-05, 1837852, 1.06, 1948844, 3786696
2015-11-06, 2314120, 1.04, 2406459, 4720579
2015-11-09, 1935326, 1.10, 2137122, 4072448
2015-11-10, 1627111, 1.00, 1621511, 3248622
2015-11-11, 1467154, 0.88, 1287629, 2754783
2015-11-12, 1991527, 1.22, 2438322, 4429849
2015-11-13, 2991737, 1.16, 3462553, 6454290
2015-11-16, 2324807, 0.88, 2039910, 4364717
2015-11-17, 2340280, 0.88, 2063035, 4403315
2015-11-18, 2259530, 1.02, 2295470, 4555000
2015-11-19, 2060759, 0.95, 1948769, 4009528
